Timestamp,1. Which age group are you in?,2. What is your gender?,4. How would you describe your style?,3. Where do you live?,"5. Do you prefer Eastern or Western clothing, or both?",6. Pick your wardrobe essentials (Choose all that apply):,7. Who inspires your fashion choices?,8. How often do you buy new clothes?,9. Where do you usually buy clothes?,10. When do you like to shop the most?,11. What do you do when you have a fashion emergency?,12. Do you prefer designer brands for special events? ,"13. If you could choose one store to get unlimited clothes from, which would it be?",14. Has your style changed over age? ,15. Do you find it easy to find clothes that suit both your style and age?,16. Does society expect you to dress differently as you age? ,17. What is your average spending on clothes?,18. How much of your income goes to buying clothes?,"19. On a scale from 1 to 10, how much do you follow seasonal fashion trends?"
9/28/2024 23:55,55 and above (Timeless elegance),Female,Other (I have my own unique style),Islamabad (Stylish and serene),Eastern (Shalwar Kameez all day),Shalwar Kameez,Friends and family,"Rarely (I prefer long-lasting, timeless pieces)",Tailor-made (Clothes made just for you),Sale season (Taking advantage of discounts),I accept my fashion mistakes (I’m comfortable with my style),"No, I prefer custom-made or local market options (Support local artisans)",Thrift stores (A treasure hunt every time),no,"Yes, it’s easy for me","Yes, but I choose to wear what I like","PKR 5000-10,000",0-5% (Just the essentials),7
9/28/2024 23:58,35-44 (Balancing style and wisdom),Female,Fusion (A mix of styles),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Blazers/Jackets, Sneakers","Instagram (Influencers and hashtags guide me), Friends and family",Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc)",When the seasons change (Updating for summer or winter),Use safety pins (For quick fixes),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"Yes, it’s easy for me","Yes, but I choose to wear what I like","PKR 5000-10,000",11-20% (Occasional updates to my wardrobe),6
9/29/2024 0:04,18-24 (The trendsetter years),Female,Classic (Timeless and elegant),Punjab (Where the real fashion shows happen!),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Sneakers, Accessories  (Watches, handbags, jewelry)",Instagram (Influencers and hashtags guide me),Every month (I enjoy regular shopping),"Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc)",Wedding season (For special occasion shopping),I accept my fashion mistakes (I’m comfortable with my style),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"Sometimes, it can be difficult","A little, but I still dress how I want","PKR 5000-10,000",11-20% (Occasional updates to my wardrobe),7
9/29/2024 0:10,18-24 (The trendsetter years),Female,Traditional (Cultural and classic),Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Abayas, Accessories  (Watches, handbags, jewelry)",Instagram (Influencers and hashtags guide me),Once a year (I update my wardrobe for different seasons),"Local markets (Affordable and convenient), Tailor-made (Clothes made just for you)",When the seasons change (Updating for summer or winter),Borrow something from a friend (When I need help),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"Sometimes, it can be difficult","A little, but I still dress how I want","PKR 5000-10,000",11-20% (Occasional updates to my wardrobe),7
9/29/2024 0:13,45-54 (Style with experience),Female,Formal (Dressed up for occasions),Islamabad (Stylish and serene),Eastern (Shalwar Kameez all day),Shalwar Kameez,"Instagram (Influencers and hashtags guide me), Pinterest (It’s a mood board thing), Friends and family",Only when I have to (When my clothes are worn out),Local markets (Affordable and convenient),When the seasons change (Updating for summer or winter),I accept my fashion mistakes (I’m comfortable with my style),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"Yes, it’s easy for me","Yes, but I choose to wear what I like",PKR 2000-5000,6-10% (Occasional updates to my wardrobe),7
9/29/2024 0:22,18-24 (The trendsetter years),Female,Other (I have my own unique style),Islamabad (Stylish and serene),"Western (Jeans, t-shirts, or modern outfits)","Kurtas, Jeans, Dresses/Skirts, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)",Celebrities,Every month (I enjoy regular shopping),Designer stores (Brands like Khaadi or Amir Adnan),Wedding season (For special occasion shopping),Use safety pins (For quick fixes),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),no,"Yes, it’s easy for me","A little, but I still dress how I want","Over PKR 10,000",6-10% (Occasional updates to my wardrobe),7
9/29/2024 0:25,18-24 (The trendsetter years),Female,Formal (Dressed up for occasions),Azad Kashmir (Peace and fashion combined),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Blazers/Jackets, Abayas, Sneakers, Accessories  (Watches, handbags, jewelry)",Pinterest (It’s a mood board thing),Every 3-6 months (I plan my shopping throughout the year),Designer stores (Brands like Khaadi or Amir Adnan),Eid!  (For festive outfits),Layer my clothes (To cover any issues),"Yes, always!  (I appreciate high-quality brands)",Brands (I appreciate quality brands),yes,"Yes, it’s easy for me","Yes, but I choose to wear what I like","PKR 5000-10,000",21% or more (I invest significantly in my style),5
9/29/2024 0:26,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Blazers/Jackets, Abayas, Sneakers, Accessories  (Watches, handbags, jewelry)",Instagram (Influencers and hashtags guide me),Every month (I enjoy regular shopping),"Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc)",Wedding season (For special occasion shopping),Layer my clothes (To cover any issues),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"Yes, it’s easy for me","Yes, but I choose to wear what I like","Over PKR 10,000",0-5% (Just the essentials),5
9/29/2024 0:28,Under 18 (Rocking the teen trends),Male,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),"Western (Jeans, t-shirts, or modern outfits)","Shalwar Kameez, Kurtas, Jeans, Blazers/Jackets",Friends and family,Every month (I enjoy regular shopping),Designer stores (Brands like Khaadi or Amir Adnan),When the seasons change (Updating for summer or winter),Borrow something from a friend (When I need help),"Yes, always!  (I appreciate high-quality brands)",Brands (I appreciate quality brands),maybe,"Sometimes, it can be difficult","Yes, but I choose to wear what I like","Over PKR 10,000",6-10% (Occasional updates to my wardrobe),7
9/29/2024 0:33,45-54 (Style with experience),Female,"Casual (Relaxed, everyday wear)",Other (Overseas),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Accessories  (Watches, handbags, jewelry)",Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),Tailor-made (Clothes made just for you),Sale season (Taking advantage of discounts),I accept my fashion mistakes (I’m comfortable with my style),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),no,"No, I struggle to find what I like","Yes, but I choose to wear what I like","PKR 5000-10,000",0-5% (Just the essentials),5
9/29/2024 1:13,18-24 (The trendsetter years),Male,Formal (Dressed up for occasions),Islamabad (Stylish and serene),"Western (Jeans, t-shirts, or modern outfits)","Jeans, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)",Instagram (Influencers and hashtags guide me),Every 3-6 months (I plan my shopping throughout the year),"Online stores (Daraz, Outfitters, etc)",When the seasons change (Updating for summer or winter),Borrow something from a friend (When I need help),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),yes,"Yes, it’s easy for me","A little, but I still dress how I want",PKR 2000-5000,21% or more (I invest significantly in my style),3
9/29/2024 1:43,Under 18 (Rocking the teen trends),Male,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Fusion (A blend of both styles),Shalwar Kameez,Pakistani Dramas (Because RUBAB and ADEEL slayed on Kabhi Tum Kabhi Mein),Every 3-6 months (I plan my shopping throughout the year),Local markets (Affordable and convenient),Eid!  (For festive outfits),Borrow something from a friend (When I need help),"Yes, always!  (I appreciate high-quality brands)",Brands (I appreciate quality brands),maybe,"Yes, it’s easy for me","Yes, but I choose to wear what I like","Over PKR 10,000",6-10% (Occasional updates to my wardrobe),4
9/29/2024 2:13,25-34 (Class with a dash of fun),Female,Classic (Timeless and elegant),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Dresses/Skirts, Sneakers, Accessories  (Watches, handbags, jewelry)",Pinterest (It’s a mood board thing),Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan)",Sale season (Taking advantage of discounts),Layer my clothes (To cover any issues),"No, I prefer custom-made or local market options (Support local artisans)",Brands (I appreciate quality brands),yes,"Sometimes, it can be difficult","A little, but I still dress how I want","PKR 5000-10,000",6-10% (Occasional updates to my wardrobe),10
9/29/2024 6:07,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Jeans, Blazers/Jackets, Abayas, Sneakers, Accessories  (Watches, handbags, jewelry)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc)",Eid!  (For festive outfits),Use safety pins (For quick fixes),Sometimes (Only when I feel it's necessary),"Your friends and family closet (Because their stuff is my stuff, and my stuff is definitely my stuff!)",yes,"Yes, it’s easy for me","No, people are accepting of my style choices",PKR 2000-5000,6-10% (Occasional updates to my wardrobe),4
9/29/2024 10:45,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Azad Kashmir (Peace and fashion combined),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Jeans, Abayas, Sneakers, Accessories  (Watches, handbags, jewelry)","Pinterest (It’s a mood board thing), Friends and family",Once a year (I update my wardrobe for different seasons),"Local markets (Affordable and convenient), Online stores (Daraz, Outfitters, etc)",Eid!  (For festive outfits),Borrow something from a friend (When I need help),"No, I prefer custom-made or local market options (Support local artisans)","Your friends and family closet (Because their stuff is my stuff, and my stuff is definitely my stuff!)",maybe,"Yes, it’s easy for me","No, people are accepting of my style choices",Under PKR 2000,0-5% (Just the essentials),5
9/29/2024 11:22,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)","Pakistani Dramas (Because RUBAB and ADEEL slayed on Kabhi Tum Kabhi Mein), Instagram (Influencers and hashtags guide me), Pinterest (It’s a mood board thing)",Only when I have to (When my clothes are worn out),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc)",When the seasons change (Updating for summer or winter),Use safety pins (For quick fixes),Sometimes (Only when I feel it's necessary),Brands (I appreciate quality brands),maybe,"No, I struggle to find what I like","Yes, but I choose to wear what I like",PKR 2000-5000,0-5% (Just the essentials),6
9/29/2024 11:31,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Jeans, Dresses/Skirts, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)",Instagram (Influencers and hashtags guide me),Every month (I enjoy regular shopping),"Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc)",When I’m bored (Shopping for fun),Layer my clothes (To cover any issues),"Yes, always!  (I appreciate high-quality brands)",Brands (I appreciate quality brands),maybe,"Sometimes, it can be difficult","A little, but I still dress how I want","Over PKR 10,000",6-10% (Occasional updates to my wardrobe),7
9/29/2024 11:39,18-24 (The trendsetter years),Male,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Eastern (Shalwar Kameez all day),Shalwar Kameez,Friends and family,Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Malls (Dolmen, Emporium, etc.)",When the seasons change (Updating for summer or winter),Layer my clothes (To cover any issues),"No, I prefer custom-made or local market options (Support local artisans)",Brands (I appreciate quality brands),maybe,"Yes, it’s easy for me","A little, but I still dress how I want",PKR 2000-5000,6-10% (Occasional updates to my wardrobe),5
9/29/2024 11:46,18-24 (The trendsetter years),Male,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Jeans, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)","Instagram (Influencers and hashtags guide me), Friends and family",Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Online stores (Daraz, Outfitters, etc), Tailor-made (Clothes made just for you)",Sale season (Taking advantage of discounts),Layer my clothes (To cover any issues),Sometimes (Only when I feel it's necessary),"Your friends and family closet (Because their stuff is my stuff, and my stuff is definitely my stuff!)",yes,"Yes, it’s easy for me","A little, but I still dress how I want",PKR 2000-5000,6-10% (Occasional updates to my wardrobe),5
